,Sales,Quantity,Discount,Profit,First Class,Same Day,Second Class,Standard Class,Consumer,Corporate,Home Office,Central,East,South,West,Furniture,Office Supplies,Technology
7725,24.224,2,0.2,-4.8448,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7726,331.536,3,0.2,-82.884,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7727,17.52,3,0.0,6.3072,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7728,17.856,4,0.2,4.2408,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7729,431.976,3,0.2,-75.5958,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7730,291.136,4,0.2,-25.4744,0,0,0,1,0,0,1,0,0,0,1,1,0,0
7731,114.848,4,0.2,35.89,1,0,0,0,0,0,1,1,0,0,0,0,1,0
7732,10.688,2,0.2,3.7408,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7733,15.232,4,0.2,5.5216,0,0,1,0,1,0,0,0,1,0,0,0,1,0
7734,12.42,3,0.0,5.2164,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7735,19.44,3,0.0,9.3312,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7736,70.368,4,0.2,26.388,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7737,12.672,9,0.2,1.4256,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7738,89.95,5,0.0,43.176,0,0,0,1,1,0,0,0,1,0,0,0,0,1
7739,6.58,2,0.0,3.0268,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7740,94.99,1,0.0,28.497,0,0,0,1,0,0,1,0,0,0,1,0,0,1
7741,35.12,2,0.2,13.17,0,0,1,0,1,0,0,0,0,0,1,0,0,1
7742,25.92,4,0.0,12.4416,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7743,7.96,2,0.0,3.7412,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7744,566.97,3,0.0,153.0819,0,0,0,1,0,1,0,0,1,0,0,0,0,1
7745,9.84,3,0.0,2.8536,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7746,25.488,2,0.2,4.779,0,0,0,1,0,0,1,1,0,0,0,0,0,1
7747,7.56,6,0.0,0.3024,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7748,60.84,3,0.0,19.4688,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7749,450.04,2,0.0,58.5052,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7750,34.6,2,0.0,16.608,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7751,467.97,3,0.0,140.391,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7752,33.02,2,0.0,15.8496,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7753,17.088,2,0.2,1.068,1,0,0,0,0,1,0,0,0,1,0,1,0,0
7754,3.008,2,0.2,0.3384,0,0,1,0,0,1,0,0,1,0,0,0,1,0
7755,268.24,7,0.2,93.884,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7756,431.16,5,0.2,107.79,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7757,43.6,4,0.0,12.208,0,0,1,0,0,1,0,0,1,0,0,0,0,1
7758,154.95,3,0.0,30.99,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7759,15.552,3,0.2,5.4432,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7760,42.208,2,0.2,13.7176,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7761,10.368,2,0.2,3.6288,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7762,2.224,1,0.2,0.556,1,0,0,0,0,0,1,0,0,0,1,0,1,0
7763,74.52,9,0.0,35.0244,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7764,17.52,3,0.0,5.256,0,1,0,0,0,1,0,0,1,0,0,0,1,0
7765,1779.9,5,0.0,373.779,0,1,0,0,0,1,0,0,1,0,0,1,0,0
7766,219.9,5,0.0,59.373,0,1,0,0,0,1,0,0,1,0,0,0,1,0
7767,7.152,3,0.2,0.7152,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7768,26.72,5,0.2,9.352,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7769,1039.728,2,0.2,90.9762,0,1,0,0,0,1,0,0,0,0,1,0,0,1
7770,45.96,2,0.0,13.788,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7771,456.588,2,0.7,-304.392,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7772,4499.985,5,0.7,-6599.978,0,0,0,1,1,0,0,0,1,0,0,0,0,1
7773,59.976,3,0.2,11.9952,0,0,0,1,1,0,0,0,1,0,0,0,0,1
7774,6.12,3,0.0,2.8764,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7775,10.98,1,0.0,2.9646,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7776,7.86,3,0.0,3.6156,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7777,51.45,3,0.0,13.8915,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7778,37.056,3,0.2,13.896,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7779,203.92,4,0.0,55.0584,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7780,29.56,4,0.0,7.9812,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7781,8.568,3,0.8,-14.5656,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7782,45.248,2,0.2,3.9592,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7783,876.3,10,0.4,-292.1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7784,185.376,2,0.2,-34.758,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7785,25.06,2,0.0,11.7782,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7786,2.89,1,0.8,-4.7685,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7787,7.896,3,0.2,2.4675,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7788,22.608,3,0.6,-10.1736,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7789,30.528,8,0.2,9.54,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7790,4.842,3,0.7,-3.3894,0,1,0,0,0,0,1,0,1,0,0,0,1,0
7791,1.8,5,0.8,-2.88,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7792,39.984,2,0.2,-1.4994,1,0,0,0,0,1,0,1,0,0,0,0,0,1
7793,32.4,5,0.0,15.876,0,0,1,0,0,1,0,0,0,0,1,0,1,0
7794,97.88,2,0.0,48.94,0,0,1,0,0,1,0,0,0,0,1,0,1,0
7795,307.168,4,0.2,30.7168,0,0,0,1,1,0,0,1,0,0,0,0,0,1
7796,26.9,5,0.0,13.181,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7797,47.01,3,0.0,22.0947,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7798,469.99,1,0.0,136.2971,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7799,207.846,3,0.1,2.3094,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7800,324.744,3,0.2,-77.1267,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7801,40.48,2,0.0,14.5728,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7802,12.0,4,0.2,4.2,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7803,720.064,4,0.2,-63.0056,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7804,25.424,1,0.2,-4.767,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7805,2.816,2,0.2,0.3168,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7806,3.204,2,0.7,-2.5632,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7807,30.828,7,0.7,-24.6624,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7808,47.616,3,0.2,5.952,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7809,108.784,2,0.2,10.8784,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7810,4.77,1,0.0,2.1465,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7811,7.98,3,0.0,2.0748,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7812,550.431,3,0.3,-47.1798,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7813,10.56,6,0.0,4.6464,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7814,1497.666,2,0.15,140.9568,1,0,0,0,0,0,1,0,0,0,1,1,0,0
7815,17.52,2,0.2,-3.504,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7816,113.22,3,0.0,29.4372,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7817,35.88,6,0.0,17.5812,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7818,4535.976,3,0.2,1644.2913,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7819,11.84,8,0.0,5.6832,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7820,592.74,6,0.0,160.0398,0,0,1,0,0,0,1,0,1,0,0,0,1,0
7821,111.672,9,0.2,6.9795,0,0,1,0,1,0,0,0,0,1,0,0,1,0
7822,8.64,3,0.0,2.5056,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7823,149.97,3,0.0,52.4895,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7824,232.88,5,0.2,17.466,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7825,90.882,1,0.1,15.147,0,0,0,1,0,1,0,0,1,0,0,1,0,0
7826,508.768,4,0.2,38.1576,0,0,0,1,0,1,0,1,0,0,0,0,0,1
7827,9.912,3,0.2,3.2214,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7828,63.936,3,0.2,6.3936,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7829,59.52,3,0.0,15.4752,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7830,311.976,3,0.2,38.997,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7831,50.352,3,0.2,17.6232,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7832,19.136,2,0.2,1.9136,0,0,0,1,1,0,0,1,0,0,0,0,0,1
7833,13.12,5,0.2,2.132,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7834,241.568,2,0.2,-15.098,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7835,479.92,2,0.2,41.993,0,0,1,0,1,0,0,0,0,0,1,0,0,1
7836,307.136,4,0.2,-11.5176,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7837,12.6,2,0.0,5.796,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7838,159.98,2,0.0,57.5928,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7839,6.12,3,0.0,2.8764,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7840,1184.72,4,0.0,106.6248,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7841,45.96,2,0.0,13.788,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7842,58.05,3,0.0,26.703,0,0,1,0,1,0,0,0,0,1,0,0,1,0
7843,71.28,11,0.0,34.2144,0,0,1,0,1,0,0,0,0,1,0,0,1,0
7844,124.404,4,0.3,-21.3264,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7845,154.9,5,0.0,69.705,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7846,1871.88,12,0.0,561.564,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7847,16.192,2,0.6,-6.8816,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7848,18.936,3,0.2,-3.7872,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7849,12.672,3,0.2,-3.168,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7850,5.04,2,0.2,1.764,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7851,8.448,2,0.2,2.9568,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7852,20.388,2,0.8,-53.0088,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7853,9.96,2,0.0,4.8804,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7854,320.64,4,0.0,89.7792,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7855,52.0,4,0.0,23.4,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7856,25.584,2,0.2,8.9544,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7857,464.0,5,0.0,134.56,1,0,0,0,0,1,0,0,1,0,0,0,0,1
7858,235.95,3,0.0,77.8635,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7859,39.96,4,0.0,17.982,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7860,18.528,4,0.7,-12.352,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7861,17.9,2,0.0,3.401,0,0,0,1,1,0,0,0,0,0,1,0,0,1
7862,81.96,2,0.0,0.0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7863,272.736,3,0.2,-64.7748,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7864,18.496,4,0.2,6.7048,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7865,441.92,2,0.2,49.716,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7866,127.764,6,0.7,-191.646,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7867,166.44,3,0.0,79.8912,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7868,13.38,2,0.0,6.1548,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7869,24.0,2,0.2,-2.7,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7870,24.448,4,0.2,8.8624,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7871,6.16,2,0.0,2.9568,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7872,915.136,4,0.2,102.9528,0,0,0,1,0,0,1,0,0,0,1,1,0,0
7873,8.56,2,0.0,3.852,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7874,97.82,2,0.0,45.9754,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7875,31.104,6,0.2,11.2752,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7876,11.176,1,0.2,0.8382,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7877,5.04,2,0.2,1.764,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7878,242.176,4,0.6,-302.72,0,0,1,0,0,0,1,1,0,0,0,1,0,0
7879,337.176,2,0.4,-118.0116,0,0,0,1,0,1,0,0,1,0,0,1,0,0
7880,13.344,6,0.2,1.0008,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7881,76.752,6,0.2,10.5534,0,0,1,0,1,0,0,0,0,0,1,0,0,1
7882,102.336,8,0.2,14.0712,0,0,1,0,1,0,0,0,0,0,1,0,0,1
7883,10.32,2,0.2,3.741,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7884,47.32,7,0.2,5.915,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7885,23.376,3,0.2,7.0128,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7886,16.72,5,0.2,3.344,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7887,16.192,1,0.2,4.6552,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7888,32.4,5,0.0,15.552,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7889,19.89,9,0.0,5.3703,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7890,399.98,2,0.0,171.9914,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7891,343.85,5,0.0,137.54,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7892,106.32,3,0.0,49.9704,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7893,13.92,3,0.2,4.35,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7894,82.4,5,0.0,40.376,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7895,6.24,2,0.0,3.0576,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7896,447.84,8,0.0,219.4416,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7897,272.048,7,0.2,30.6054,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7898,1614.582,6,0.7,-1237.8462,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7899,24.32,5,0.2,9.12,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7900,1.584,2,0.2,0.4752,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7901,31.984,1,0.2,0.0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7902,14.76,5,0.2,4.797,0,0,0,1,1,0,0,0,0,1,0,0,1,0
7903,423.648,2,0.2,47.6604,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7904,76.64,2,0.2,26.824,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7905,4.464,1,0.2,1.674,0,0,0,1,0,0,1,1,0,0,0,0,1,0
7906,3.96,10,0.8,-6.93,0,0,0,1,0,0,1,1,0,0,0,0,1,0
7907,715.64,2,0.0,178.91,1,0,0,0,0,1,0,0,0,0,1,0,1,0
7908,268.704,3,0.2,6.7176,0,0,0,1,1,0,0,0,0,0,1,1,0,0
7909,21.92,8,0.0,5.9184,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7910,48.72,3,0.0,7.308,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7911,205.666,2,0.15,-12.098,0,0,0,1,1,0,0,0,0,0,1,1,0,0
7912,30.344,2,0.6,-31.8612,0,0,1,0,1,0,0,1,0,0,0,1,0,0
7913,25.696,2,0.2,1.9272,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7914,3404.5,5,0.0,1668.205,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7915,101.34,3,0.0,8.1072,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7916,344.372,4,0.3,-93.4724,0,0,0,1,0,0,1,0,1,0,0,1,0,0
7917,30.384,1,0.2,3.798,0,0,1,0,0,0,1,1,0,0,0,0,1,0
7918,22.848,2,0.2,7.4256,0,0,1,0,0,0,1,0,0,0,1,0,1,0
7919,38.62,2,0.0,10.8136,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7920,59.98,2,0.0,10.7964,0,0,0,1,0,0,1,0,1,0,0,0,0,1
7921,174.3,3,0.0,81.921,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7922,383.96,5,0.2,38.396,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7923,15.57,3,0.7,-11.418,0,0,0,1,0,0,1,0,0,1,0,0,1,0
7924,22.32,4,0.0,10.7136,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7925,103.6,7,0.0,51.8,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7926,2.97,3,0.0,1.3365,0,0,1,0,0,1,0,0,1,0,0,0,0,1
7927,569.99,1,0.0,170.997,0,0,1,0,0,1,0,0,1,0,0,0,0,1
7928,50.97,3,0.0,9.1746,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7929,298.116,6,0.3,-4.2588,1,0,0,0,0,0,1,1,0,0,0,1,0,0
7930,59.52,3,0.0,17.856,0,0,1,0,0,1,0,0,1,0,0,0,1,0
7931,230.28,3,0.2,23.028,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7932,105.52,5,0.2,34.294,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7933,23.36,2,0.0,11.68,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7934,71.976,3,0.2,8.997,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7935,8.56,2,0.0,3.852,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7936,13.92,3,0.2,4.872,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7937,2518.29,9,0.0,654.7554,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7938,540.57,3,0.0,140.5482,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7939,221.056,8,0.2,77.3696,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7940,81.424,2,0.2,-9.1602,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7941,134.8,10,0.0,35.048,1,0,0,0,0,1,0,0,0,0,1,0,1,0
7942,39.582,9,0.8,-59.373,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7943,44.688,7,0.2,5.0274,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7944,31.744,2,0.2,2.3808,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7945,40.98,5,0.8,-65.568,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7946,3.168,3,0.8,-5.0688,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7947,18.84,5,0.2,-3.5325,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7948,362.25,6,0.3,0.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7949,63.552,6,0.6,-34.9536,0,0,0,1,1,0,0,1,0,0,0,1,0,0
7950,129.552,3,0.2,-22.6716,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7951,5.984,2,0.2,2.244,0,0,0,1,1,0,0,0,1,0,0,0,1,0
7952,861.76,4,0.0,249.9104,0,0,0,1,1,0,0,0,1,0,0,0,0,1
7953,66.96,4,0.0,2.6784,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7954,6.24,2,0.0,3.0576,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7955,435.168,4,0.2,-59.8356,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7956,14.9,5,0.0,6.854,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7957,15.8,4,0.0,4.108,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7958,72.9,5,0.0,26.973,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7959,206.352,3,0.2,5.1588,0,0,0,1,0,1,0,0,0,0,1,1,0,0
7960,7.992,1,0.2,2.6973,0,0,0,1,0,1,0,0,0,0,1,0,0,1
7961,81.36,5,0.2,-19.323,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7962,20.232,8,0.7,-16.1856,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7963,389.056,4,0.2,48.632,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7964,20.736,4,0.2,7.2576,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7965,41.472,8,0.2,14.5152,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7966,33.36,4,0.0,16.68,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7967,90.882,3,0.7,-190.8522,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7968,15.992,1,0.2,-2.9985,1,0,0,0,0,1,0,0,0,0,1,0,0,1
7969,120.784,1,0.2,13.5882,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7970,519.792,4,0.4,-112.6216,0,0,0,1,0,1,0,0,1,0,0,0,0,1
7971,31.176,3,0.2,-5.4558,0,0,0,1,0,1,0,0,1,0,0,0,0,1
7972,10.368,2,0.2,3.6288,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7973,2.724,2,0.7,-1.9068,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7974,254.352,3,0.2,0.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
7975,3.762,3,0.7,-2.7588,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7976,10.272,3,0.2,3.21,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7977,659.97,3,0.0,197.991,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7978,113.73,3,0.0,32.9817,0,0,0,1,1,0,0,0,0,1,0,0,0,1
7979,5.104,1,0.2,1.6588,0,0,0,1,0,0,1,0,0,0,1,0,1,0
7980,16.448,2,0.2,5.5512,0,0,0,1,1,0,0,1,0,0,0,0,1,0
7981,81.92,4,0.0,22.1184,1,0,0,0,1,0,0,0,1,0,0,0,1,0
7982,254.9,5,0.0,76.47,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7983,15.12,5,0.2,4.914,0,0,1,0,0,1,0,1,0,0,0,0,1,0
7984,7.872,3,0.2,0.8856,0,0,1,0,0,1,0,1,0,0,0,0,1,0
7985,8.32,5,0.2,2.808,1,0,0,0,1,0,0,0,0,0,1,0,1,0
7986,89.95,5,0.0,43.176,0,0,1,0,1,0,0,0,1,0,0,0,0,1
7987,25.2,4,0.0,11.592,0,0,0,1,0,0,1,1,0,0,0,0,1,0
7988,37.59,3,0.0,17.6673,0,0,0,1,0,0,1,1,0,0,0,0,1,0
7989,14.97,1,0.0,4.1916,0,0,0,1,0,0,1,1,0,0,0,0,1,0
7990,1.98,2,0.0,0.891,0,0,0,1,0,0,1,1,0,0,0,0,0,1
7991,39.936,4,0.7,-26.624,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7992,18.464,2,0.2,2.308,1,0,0,0,1,0,0,0,0,1,0,0,0,1
7993,4.896,3,0.7,-3.4272,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7994,145.764,6,0.7,-247.7988,0,0,1,0,1,0,0,0,0,0,1,1,0,0
7995,9.612,6,0.7,-7.3692,0,0,1,0,1,0,0,0,0,0,1,0,1,0
7996,199.75,5,0.0,87.89,1,0,0,0,0,0,1,0,0,0,1,0,0,1
7997,1673.184,12,0.2,20.9148,1,0,0,0,0,0,1,0,0,0,1,1,0,0
7998,12.18,7,0.0,3.8976,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7999,57.68,4,0.0,19.0344,1,0,0,0,0,1,0,0,0,0,1,0,1,0
8000,263.96,4,0.0,76.5484,0,0,0,1,1,0,0,1,0,0,0,0,0,1
8001,299.94,6,0.0,128.9742,1,0,0,0,1,0,0,0,0,0,1,0,0,1
8002,25.76,7,0.0,0.5152,1,0,0,0,1,0,0,0,0,0,1,0,1,0
8003,271.9,2,0.0,78.851,1,0,0,0,1,0,0,0,1,0,0,0,0,1
8004,45.84,3,0.0,15.5856,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8005,9.82,2,0.0,3.2406,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8006,93.36,12,0.0,0.9336,0,0,0,1,1,0,0,0,0,0,1,0,1,0
8007,541.24,4,0.0,5.4124,0,0,0,1,1,0,0,1,0,0,0,0,1,0
8008,106.32,3,0.0,49.9704,0,0,0,1,1,0,0,1,0,0,0,0,1,0
8009,1323.9,5,0.0,383.931,0,0,0,1,1,0,0,1,0,0,0,1,0,0
8010,126.624,6,0.2,41.1528,0,0,1,0,0,1,0,0,1,0,0,0,1,0
8011,125.944,7,0.2,15.743,1,0,0,0,1,0,0,0,0,0,1,0,0,1
8012,663.92,5,0.2,207.475,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8013,120.0,8,0.0,13.2,0,1,0,0,1,0,0,0,1,0,0,0,0,1
8014,3.29,1,0.0,1.4805,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8015,18.84,3,0.0,6.0288,0,1,0,0,1,0,0,0,1,0,0,1,0,0
8016,60.672,6,0.2,12.8928,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8017,30.816,9,0.2,2.6964,1,0,0,0,0,0,1,0,1,0,0,0,1,0
8018,52.792,1,0.2,4.6193,0,0,1,0,0,1,0,0,0,0,1,0,0,1
8019,83.9,10,0.0,20.975,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8020,11.76,2,0.0,5.7624,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8021,4.992,3,0.8,-12.9792,0,0,0,1,0,1,0,1,0,0,0,0,1,0
8022,87.92,5,0.2,29.673,0,0,0,1,0,1,0,1,0,0,0,0,1,0
8023,657.93,5,0.3,-93.99,0,0,0,1,0,1,0,1,0,0,0,1,0,0
8024,1.044,1,0.8,-1.827,0,0,0,1,0,1,0,1,0,0,0,0,1,0
8025,210.68,2,0.0,50.5632,0,0,1,0,0,1,0,0,1,0,0,1,0,0
8026,78.8,1,0.0,1.576,0,0,1,0,0,1,0,0,1,0,0,0,1,0
8027,19.99,1,0.0,6.7966,0,0,1,0,0,1,0,0,1,0,0,0,0,1
